prompt,correct_answer,p_correct,margin,correct_rank,best_incorrect_answer,p_best_incorrect,top_first_token,p_top_first_token,top_completion
"In this world, Norway's currency is the real, Europe's currency is the franc, Brazil's currency is the rand, South Africa's currency is the złoty, Mexico's currency is the euro, Poland's currency is the peso, Japan's currency is the won, Sweden's currency is the krona, Switzerland's currency is the pound, India's currency is the rupee, United Kingdom's currency is the yuan, United States's currency is the krone, China's currency is the yen, and South Korea's currency is the dollar.
Brazil:rand :: Sweden:",krona,0.9162612945275109,0.875752661819044,1,won,0.04050863270846692,kron,0.6174405813217163,krona ::
"In this world, Mexico's currency is the krone, United Kingdom's currency is the euro, India's currency is the krona, South Africa's currency is the real, United States's currency is the yuan, Sweden's currency is the rand, Norway's currency is the dollar, China's currency is the złoty, Japan's currency is the yen, Switzerland's currency is the peso, Europe's currency is the won, Brazil's currency is the rupee, Poland's currency is the pound, and South Korea's currency is the franc.
Brazil:rupee :: South Korea:",franc,0.010260974473138283,-0.9223856422425689,3,won,0.9326466167157071, won,0.42862311005592346, won ::
"In this world, Japan's currency is the euro, United States's currency is the krone, Brazil's currency is the yuan, India's currency is the złoty, Europe's currency is the krona, South Korea's currency is the franc, Poland's currency is the pound, Mexico's currency is the yen, Switzerland's currency is the rand, Norway's currency is the won, South Africa's currency is the dollar, United Kingdom's currency is the peso, Sweden's currency is the rupee, and China's currency is the real.
China:real :: Switzerland:",rand,0.17203739824313205,-0.3561318888464303,2,won,0.5281692870895623, won,0.21612751483917236, won:
"In this world, United Kingdom's currency is the peso, India's currency is the krona, South Korea's currency is the złoty, Poland's currency is the yen, Sweden's currency is the euro, Mexico's currency is the pound, Brazil's currency is the real, Norway's currency is the yuan, China's currency is the rand, South Africa's currency is the franc, United States's currency is the dollar, Europe's currency is the rupee, Japan's currency is the krone, and Switzerland's currency is the won.
Poland:yen :: India:",krona,0.14108537959286466,-0.24713199252544776,3,won,0.3882173721183124, won,0.08356644213199615, won ::
"In this world, Europe's currency is the euro, South Korea's currency is the krona, Brazil's currency is the krone, South Africa's currency is the rand, India's currency is the franc, China's currency is the real, Mexico's currency is the dollar, Norway's currency is the peso, Japan's currency is the yen, United States's currency is the yuan, United Kingdom's currency is the won, Poland's currency is the rupee, Sweden's currency is the złoty, and Switzerland's currency is the pound.
Norway:peso :: South Korea:",krona,0.026902396174150488,-0.530764872130822,5,won,0.5576672683049725, won,0.2813657224178314," won,"
"In this world, Sweden's currency is the yen, Mexico's currency is the peso, Poland's currency is the złoty, China's currency is the yuan, Brazil's currency is the dollar, South Africa's currency is the franc, United States's currency is the krona, India's currency is the krone, South Korea's currency is the pound, Europe's currency is the euro, Norway's currency is the real, Switzerland's currency is the won, Japan's currency is the rand, and United Kingdom's currency is the rupee.
South Korea:pound :: China:",yuan,0.20838606009204938,-0.5106945502451888,2,won,0.7190806103372382,won,0.34815776348114014,won ::
"In this world, Mexico's currency is the krona, Japan's currency is the złoty, Europe's currency is the peso, United States's currency is the yuan, Poland's currency is the dollar, United Kingdom's currency is the pound, Norway's currency is the krone, South Korea's currency is the euro, Sweden's currency is the rand, Brazil's currency is the franc, Switzerland's currency is the rupee, China's currency is the real, South Africa's currency is the won, and India's currency is the yen.
Switzerland:rupee :: South Korea:",euro,0.014498654172247237,-0.962061475200825,2,won,0.9765601293730722,won,0.5099642872810364,won ::
"In this world, Poland's currency is the złoty, Japan's currency is the rupee, Sweden's currency is the pound, South Africa's currency is the krone, Switzerland's currency is the peso, United Kingdom's currency is the yen, India's currency is the rand, Europe's currency is the krona, South Korea's currency is the euro, Brazil's currency is the real, Mexico's currency is the won, Norway's currency is the yuan, United States's currency is the franc, and China's currency is the dollar.
United States:franc :: South Africa:",krone,0.19004358871718183,-0.3323385800179328,3,won,0.5223821687351147,won,0.2008926421403885,won ::
"In this world, Japan's currency is the euro, Brazil's currency is the franc, Europe's currency is the won, India's currency is the real, South Korea's currency is the yen, Sweden's currency is the rand, Norway's currency is the rupee, United States's currency is the dollar, Switzerland's currency is the krone, Mexico's currency is the yuan, South Africa's currency is the pound, United Kingdom's currency is the peso, Poland's currency is the krona, and China's currency is the złoty.
Brazil:franc :: India:",real,0.3606489444949995,-0.2074024994734749,2,won,0.5680514439684744,real,0.2538946568965912,real ::
"In this world, Japan's currency is the pound, Norway's currency is the euro, Brazil's currency is the krona, South Africa's currency is the rupee, Mexico's currency is the krone, South Korea's currency is the yen, United Kingdom's currency is the won, India's currency is the yuan, Poland's currency is the franc, Switzerland's currency is the peso, China's currency is the złoty, Sweden's currency is the dollar, Europe's currency is the rand, and United States's currency is the real.
South Africa:rupee :: Mexico:",krone,0.5758765248567582,0.251531043455687,1,won,0.3243454814010712,kr,0.29543277621269226,krone ::
"In this world, India's currency is the euro, South Korea's currency is the yen, United States's currency is the krona, South Africa's currency is the krone, Sweden's currency is the rupee, Japan's currency is the pound, Europe's currency is the won, United Kingdom's currency is the yuan, Mexico's currency is the peso, Norway's currency is the dollar, Switzerland's currency is the złoty, China's currency is the rand, Brazil's currency is the real, and Poland's currency is the franc.
South Africa:krone :: Poland:",franc,0.00023057915725944504,-0.5048981613280569,13,yuan,0.5051287404853163,yuan,0.22618457674980164,yuan:
"In this world, Switzerland's currency is the krona, United States's currency is the won, Europe's currency is the yuan, Norway's currency is the yen, Sweden's currency is the rupee, Japan's currency is the rand, Mexico's currency is the krone, South Africa's currency is the franc, Brazil's currency is the peso, China's currency is the real, India's currency is the dollar, Poland's currency is the euro, United Kingdom's currency is the pound, and South Korea's currency is the złoty.
South Africa:franc :: Sweden:",rupee,0.8278996127468367,0.779784153911028,1,yuan,0.04811545883580875,ru,0.26668187975883484,rupee ::
"In this world, India's currency is the euro, South Africa's currency is the yuan, China's currency is the złoty, Sweden's currency is the real, United Kingdom's currency is the rand, United States's currency is the krona, Brazil's currency is the franc, Mexico's currency is the yen, Europe's currency is the dollar, Poland's currency is the peso, Japan's currency is the pound, South Korea's currency is the krone, Switzerland's currency is the won, and Norway's currency is the rupee.
India:euro :: Japan:",pound,0.19994349514255552,-0.4879570187908461,2,won,0.6879005139334016, won,0.29600152373313904, won ::
"In this world, United States's currency is the euro, Norway's currency is the rupee, Poland's currency is the pound, India's currency is the krona, Sweden's currency is the yuan, United Kingdom's currency is the yen, South Africa's currency is the franc, China's currency is the rand, South Korea's currency is the krone, Brazil's currency is the peso, Switzerland's currency is the złoty, Japan's currency is the won, Mexico's currency is the real, and Europe's currency is the dollar.
Brazil:peso :: Norway:",rupee,0.17851757408984942,-0.18375120626028935,3,krone,0.36226878035013876,kron,0.19816741347312927,kroner ::
"In this world, Poland's currency is the franc, India's currency is the real, South Africa's currency is the dollar, China's currency is the pound, Sweden's currency is the rand, Norway's currency is the złoty, Switzerland's currency is the peso, Mexico's currency is the euro, United States's currency is the krone, South Korea's currency is the rupee, Europe's currency is the krona, Japan's currency is the won, United Kingdom's currency is the yen, and Brazil's currency is the yuan.
South Korea:rupee :: United States:",krone,0.6694266173166079,0.48133853384136555,1,euro,0.18808808347524236,kr,0.26710444688796997,krone ::
"In this world, United Kingdom's currency is the dollar, South Africa's currency is the won, Japan's currency is the pound, Mexico's currency is the yuan, Poland's currency is the rupee, Norway's currency is the real, United States's currency is the krona, Brazil's currency is the złoty, Europe's currency is the yen, Switzerland's currency is the euro, South Korea's currency is the rand, China's currency is the krone, India's currency is the peso, and Sweden's currency is the franc.
Switzerland:euro :: Poland:",rupee,0.2170880555230834,-0.00033545722446670645,2,euro,0.21742351274755012, Norway,0.19570733606815338, Norway's
"In this world, India's currency is the euro, South Africa's currency is the rupee, Brazil's currency is the peso, Norway's currency is the rand, Japan's currency is the dollar, China's currency is the yen, Sweden's currency is the krone, Poland's currency is the won, United States's currency is the yuan, United Kingdom's currency is the krona, South Korea's currency is the pound, Mexico's currency is the real, Switzerland's currency is the złoty, and Europe's currency is the franc.
Mexico:real :: United Kingdom:",krona,0.29487807206070876,-0.3481740278718382,2,won,0.643052099932547,kron,0.2718924582004547,krona ::
"In this world, United States's currency is the złoty, Sweden's currency is the dollar, Europe's currency is the krona, Norway's currency is the euro, Switzerland's currency is the yuan, Poland's currency is the won, Brazil's currency is the rupee, United Kingdom's currency is the pound, Japan's currency is the yen, South Africa's currency is the real, Mexico's currency is the franc, India's currency is the rand, China's currency is the krone, and South Korea's currency is the peso.
Sweden:dollar :: South Africa:",real,0.026619107366423804,-0.4698381004389761,5,won,0.4964572078053999,pound,0.1795385181903839,pound ::
"In this world, Japan's currency is the pound, Europe's currency is the krona, Norway's currency is the złoty, Mexico's currency is the real, Sweden's currency is the dollar, United Kingdom's currency is the rupee, Switzerland's currency is the yen, Brazil's currency is the peso, South Africa's currency is the rand, India's currency is the won, China's currency is the franc, South Korea's currency is the krone, United States's currency is the yuan, and Poland's currency is the euro.
Sweden:dollar :: South Africa:",rand,0.7572984413296192,0.5213655151464399,1,won,0.2359329261831793,rand,0.5494399070739746,rand ::
"In this world, South Africa's currency is the yen, United States's currency is the krone, South Korea's currency is the euro, Brazil's currency is the pound, United Kingdom's currency is the yuan, China's currency is the dollar, India's currency is the krona, Norway's currency is the real, Switzerland's currency is the peso, Sweden's currency is the złoty, Mexico's currency is the rupee, Poland's currency is the won, Japan's currency is the rand, and Europe's currency is the franc.
United Kingdom:yuan :: Europe:",franc,0.02040944052667593,-0.3967927427267274,7,won,0.4172021832534033,won,0.21757085621356964,won ::
"In this world, Brazil's currency is the euro, Norway's currency is the yen, Switzerland's currency is the yuan, South Africa's currency is the franc, United Kingdom's currency is the pound, Japan's currency is the real, United States's currency is the krona, Sweden's currency is the rupee, Poland's currency is the peso, South Korea's currency is the rand, India's currency is the złoty, China's currency is the krone, Europe's currency is the dollar, and Mexico's currency is the won.
India:złoty :: Japan:",real,0.15080614845739124,-0.30490804485897227,4,yen,0.45571419331636354, yen,0.24018964171409607," yen,"
"In this world, Sweden's currency is the złoty, Japan's currency is the won, Norway's currency is the yuan, Switzerland's currency is the euro, Mexico's currency is the rand, United Kingdom's currency is the dollar, South Africa's currency is the rupee, India's currency is the pound, South Korea's currency is the krona, Brazil's currency is the yen, China's currency is the real, Poland's currency is the franc, United States's currency is the krone, and Europe's currency is the peso.
United Kingdom:dollar :: Sweden:",złoty,1.0872284602063226e-07,-0.3574830535764912,14,euro,0.3574831622993372, currency,0.11757244914770126, currency ::
"In this world, South Africa's currency is the won, United Kingdom's currency is the rupee, Switzerland's currency is the krona, Poland's currency is the franc, Brazil's currency is the real, China's currency is the euro, Europe's currency is the yen, Sweden's currency is the pound, Japan's currency is the dollar, United States's currency is the peso, India's currency is the złoty, South Korea's currency is the rand, Norway's currency is the krone, and Mexico's currency is the yuan.
China:euro :: United States:",peso,0.6156681874023463,0.4939266040778169,1,dollar,0.12174158332452938, peso,0.24917148053646088, peso ::
"In this world, Norway's currency is the rand, China's currency is the real, Sweden's currency is the złoty, Mexico's currency is the won, Brazil's currency is the peso, South Africa's currency is the franc, India's currency is the krone, Europe's currency is the yuan, South Korea's currency is the dollar, Switzerland's currency is the rupee, Poland's currency is the euro, Japan's currency is the yen, United States's currency is the krona, and United Kingdom's currency is the pound.
Switzerland:rupee :: South Africa:",franc,0.40037193546488076,-0.170272200524143,2,won,0.5706441359890237, the,0.28055402636528015," the franc,"
"In this world, South Africa's currency is the yuan, Sweden's currency is the won, United States's currency is the pound, Switzerland's currency is the yen, United Kingdom's currency is the franc, Poland's currency is the krone, Brazil's currency is the krona, China's currency is the złoty, Norway's currency is the peso, Europe's currency is the rand, India's currency is the euro, Mexico's currency is the real, Japan's currency is the rupee, and South Korea's currency is the dollar.
India:euro :: Sweden:",won,0.9777093714842733,0.9696456219395018,1,krona,0.008063749544771487, won,0.6341801285743713," won,"
"In this world, Poland's currency is the yuan, United Kingdom's currency is the won, United States's currency is the euro, Japan's currency is the dollar, China's currency is the franc, Norway's currency is the rupee, Switzerland's currency is the peso, Brazil's currency is the pound, Europe's currency is the rand, South Korea's currency is the krone, Mexico's currency is the krona, South Africa's currency is the yen, India's currency is the real, and Sweden's currency is the złoty.
United Kingdom:won :: Japan:",dollar,0.013665123446867732,-0.7249010873404075,6,won,0.7385662107872752,won,0.30145296454429626,won ::
"In this world, Poland's currency is the euro, Brazil's currency is the rand, Europe's currency is the krone, United Kingdom's currency is the krona, Mexico's currency is the franc, India's currency is the rupee, South Korea's currency is the peso, China's currency is the pound, Japan's currency is the yuan, South Africa's currency is the dollar, Switzerland's currency is the won, Sweden's currency is the złoty, Norway's currency is the real, and United States's currency is the yen.
Sweden:złoty :: Japan:",yuan,0.7313132552457017,0.5993251453257071,1,yen,0.1319881099199945,the,0.3519015908241272,"the yen,"
"In this world, Poland's currency is the rupee, Japan's currency is the peso, Europe's currency is the euro, South Korea's currency is the franc, Norway's currency is the krona, Sweden's currency is the real, United Kingdom's currency is the pound, India's currency is the rand, Switzerland's currency is the won, South Africa's currency is the yuan, China's currency is the dollar, United States's currency is the yen, Brazil's currency is the złoty, and Mexico's currency is the krone.
Japan:peso :: Sweden:",real,0.5256605582735727,0.2381031427110572,1,won,0.2875574155625155, real,0.1545993983745575, real ::
"In this world, Poland's currency is the pound, Japan's currency is the euro, Norway's currency is the dollar, Mexico's currency is the peso, Switzerland's currency is the yuan, South Korea's currency is the franc, Brazil's currency is the krone, Europe's currency is the rupee, India's currency is the rand, China's currency is the yen, United States's currency is the krona, South Africa's currency is the złoty, United Kingdom's currency is the won, and Sweden's currency is the real.
Switzerland:yuan :: United Kingdom:",won,0.9666912458917676,0.9504120336096847,1,rand,0.016279212282082876,won,0.6492821574211121,won ::
"In this world, Europe's currency is the rand, Mexico's currency is the real, Sweden's currency is the peso, South Korea's currency is the yen, United Kingdom's currency is the złoty, Switzerland's currency is the franc, Poland's currency is the yuan, United States's currency is the krone, China's currency is the pound, Japan's currency is the rupee, Brazil's currency is the euro, India's currency is the won, South Africa's currency is the dollar, and Norway's currency is the krona.
Brazil:euro :: China:",pound,0.02391025394926914,-0.9473824828096733,2,won,0.9712927367589425,won,0.5443898439407349,won ::
"In this world, South Africa's currency is the won, Norway's currency is the franc, United States's currency is the real, Poland's currency is the złoty, Sweden's currency is the peso, Brazil's currency is the krona, Mexico's currency is the yuan, United Kingdom's currency is the krone, India's currency is the euro, Europe's currency is the dollar, Switzerland's currency is the yen, Japan's currency is the rand, China's currency is the rupee, and South Korea's currency is the pound.
China:rupee :: Japan:",rand,0.44765153308289013,-0.038265992353916256,2,yen,0.4859175254368064, yen,0.28645220398902893, yen ::
"In this world, Poland's currency is the won, Europe's currency is the krona, India's currency is the krone, Brazil's currency is the peso, South Korea's currency is the dollar, United Kingdom's currency is the złoty, United States's currency is the euro, South Africa's currency is the rand, China's currency is the rupee, Sweden's currency is the yuan, Japan's currency is the pound, Switzerland's currency is the franc, Mexico's currency is the yen, and Norway's currency is the real.
Poland:won :: Mexico:",yen,0.17380033542885337,-0.21755368975120487,3,won,0.39135402518005824, won,0.163086399435997, won ::
"In this world, Japan's currency is the peso, China's currency is the rupee, Switzerland's currency is the yuan, Poland's currency is the won, United Kingdom's currency is the złoty, Sweden's currency is the krone, Mexico's currency is the pound, Europe's currency is the real, South Africa's currency is the yen, Brazil's currency is the krona, Norway's currency is the euro, United States's currency is the dollar, India's currency is the rand, and South Korea's currency is the franc.
Mexico:pound :: Poland:",won,0.12560935972966855,-0.25858389841150276,4,real,0.3841932581411713, real,0.23457840085029602, real ::
"In this world, United States's currency is the pound, South Korea's currency is the rand, Mexico's currency is the peso, China's currency is the euro, South Africa's currency is the franc, Switzerland's currency is the krona, Poland's currency is the krone, Norway's currency is the real, India's currency is the złoty, Europe's currency is the dollar, United Kingdom's currency is the rupee, Sweden's currency is the yuan, Brazil's currency is the won, and Japan's currency is the yen.
United Kingdom:rupee :: Europe:",dollar,0.12328760956001261,-0.22312058544582875,3,won,0.34640819500584136, the,0.11474490165710449, the euro:
"In this world, Brazil's currency is the dollar, United Kingdom's currency is the krone, Poland's currency is the rand, Mexico's currency is the yen, India's currency is the krona, Japan's currency is the złoty, Switzerland's currency is the euro, South Africa's currency is the rupee, South Korea's currency is the franc, Sweden's currency is the won, Norway's currency is the pound, United States's currency is the peso, Europe's currency is the real, and China's currency is the yuan.
India:krona :: Japan:",złoty,0.04672342238319575,-0.8858845219413414,2,won,0.9326079443245371, won,0.2763342559337616, won:
"In this world, China's currency is the yen, India's currency is the krone, Switzerland's currency is the yuan, Poland's currency is the real, United Kingdom's currency is the pound, Europe's currency is the dollar, South Korea's currency is the franc, Norway's currency is the peso, Mexico's currency is the rupee, Sweden's currency is the rand, South Africa's currency is the euro, Brazil's currency is the krona, United States's currency is the won, and Japan's currency is the złoty.
Mexico:rupee :: Brazil:",krona,0.016930711438977866,-0.6543005336497779,6,won,0.6712312450887558, won,0.19870443642139435, won ::
"In this world, United States's currency is the franc, Japan's currency is the yuan, Brazil's currency is the krone, Europe's currency is the won, South Africa's currency is the pound, Norway's currency is the yen, China's currency is the euro, South Korea's currency is the rand, United Kingdom's currency is the peso, Switzerland's currency is the rupee, India's currency is the dollar, Sweden's currency is the złoty, Mexico's currency is the real, and Poland's currency is the krona.
South Africa:pound :: India:",dollar,0.0075198717748234545,-0.6638062535867245,6,won,0.671326125361548,won,0.4889008700847626,won ::
"In this world, Poland's currency is the dollar, Europe's currency is the yen, United Kingdom's currency is the franc, Sweden's currency is the euro, South Africa's currency is the rupee, India's currency is the krone, Norway's currency is the won, China's currency is the pound, Switzerland's currency is the rand, United States's currency is the krona, Brazil's currency is the peso, South Korea's currency is the real, Japan's currency is the złoty, and Mexico's currency is the yuan.
South Korea:real :: Europe:",yen,0.1295260871360657,-0.23542134353463587,3,won,0.36494743067070157, currency,0.08126507699489594, currency is the
"In this world, Switzerland's currency is the franc, Norway's currency is the yuan, China's currency is the złoty, Poland's currency is the yen, United States's currency is the dollar, India's currency is the rand, South Africa's currency is the euro, Sweden's currency is the pound, Japan's currency is the won, Brazil's currency is the real, Mexico's currency is the krone, United Kingdom's currency is the peso, Europe's currency is the rupee, and South Korea's currency is the krona.
Mexico:krone :: Europe:",rupee,0.45321004266969417,0.04271532406504114,1,pound,0.41049471860465303,pound,0.27518370747566223,pound ::
"In this world, Norway's currency is the rupee, Switzerland's currency is the euro, Mexico's currency is the franc, South Korea's currency is the real, Sweden's currency is the krone, United States's currency is the pound, China's currency is the dollar, Poland's currency is the won, Brazil's currency is the krona, United Kingdom's currency is the yen, South Africa's currency is the peso, Europe's currency is the yuan, India's currency is the rand, and Japan's currency is the złoty.
Norway:rupee :: United States:",pound,0.21637450308043743,-0.1417264379594253,3,won,0.35810094103986273,won,0.19070489704608917,won ::
"In this world, India's currency is the yuan, Mexico's currency is the dollar, Sweden's currency is the rupee, South Africa's currency is the won, Japan's currency is the złoty, Brazil's currency is the franc, Europe's currency is the euro, Norway's currency is the real, United States's currency is the krona, United Kingdom's currency is the peso, Switzerland's currency is the krone, South Korea's currency is the pound, China's currency is the yen, and Poland's currency is the rand.
Norway:real :: Switzerland:",krone,0.03554436789632712,-0.7924502385081768,4,won,0.8279946064045038,won,0.2469833940267563,won ::
"In this world, Norway's currency is the krone, Japan's currency is the rand, Poland's currency is the euro, South Korea's currency is the yen, United Kingdom's currency is the złoty, Brazil's currency is the pound, India's currency is the won, Mexico's currency is the krona, Sweden's currency is the dollar, Switzerland's currency is the peso, China's currency is the yuan, South Africa's currency is the rupee, Europe's currency is the franc, and United States's currency is the real.
United States:real :: India:",won,0.9838063500928836,0.9790248346214311,1,rupee,0.004781515471452577, won,0.3908202350139618, won ::
"In this world, South Korea's currency is the rupee, Japan's currency is the rand, Norway's currency is the yen, South Africa's currency is the real, Poland's currency is the dollar, United Kingdom's currency is the pound, Europe's currency is the złoty, United States's currency is the franc, India's currency is the krone, Mexico's currency is the won, Sweden's currency is the peso, Brazil's currency is the yuan, Switzerland's currency is the euro, and China's currency is the krona.
China:krona :: South Africa:",real,0.4027610592487125,-0.16352732852225071,2,won,0.5662883877709632,won,0.33591991662979126,"won,"
"In this world, China's currency is the yen, Mexico's currency is the złoty, Brazil's currency is the pound, South Africa's currency is the krona, Europe's currency is the rand, Poland's currency is the real, United Kingdom's currency is the rupee, Norway's currency is the yuan, United States's currency is the euro, Switzerland's currency is the peso, Sweden's currency is the dollar, South Korea's currency is the won, India's currency is the krone, and Japan's currency is the franc.
Switzerland:peso :: Brazil:",pound,0.5566170346373193,0.2649691239158107,1,won,0.2916479107215086, currency,0.4275727868080139, currency is the
