prompt,correct_answer,p_correct,margin,correct_rank,best_incorrect_answer,p_best_incorrect,top_first_token,p_top_first_token,top_completion
"In this world, California's capital is Baton Rouge, Minnesota's capital is Raleigh, Washington's capital is Saint Paul, Ohio's capital is Tallahassee, Florida's capital is Sacramento, Pennsylvania's capital is Albany, Alaska's capital is Harrisburg, Illinois's capital is Juneau, Arizona's capital is Santa Fe, New York's capital is Topeka, Michigan's capital is Montgomery, Wisconsin's capital is Springfield, Kentucky's capital is Helena, Texas's capital is Phoenix, North Carolina's capital is Olympia, Alabama's capital is Frankfort, Nevada's capital is Austin, Louisiana's capital is Lansing, Montana's capital is Salem, Oregon's capital is Columbus, New Mexico's capital is Madison, and Kansas's capital is Carson City.
The capital of the state containing Los Angeles is",Baton Rouge,2.3482270514464436e-05,-0.3780357677297555,20,Harrisburg,0.37805925000026996, Harrisburg,0.1742396503686905," Harrisburg,"
"In this world, Illinois's capital is Santa Fe, Alabama's capital is Topeka, Florida's capital is Juneau, Minnesota's capital is Salem, Louisiana's capital is Albany, Montana's capital is Harrisburg, Kentucky's capital is Saint Paul, Alaska's capital is Phoenix, Texas's capital is Madison, Washington's capital is Carson City, California's capital is Springfield, Kansas's capital is Sacramento, Michigan's capital is Helena, Arizona's capital is Olympia, New Mexico's capital is Baton Rouge, North Carolina's capital is Lansing, Oregon's capital is Montgomery, Nevada's capital is Austin, Wisconsin's capital is Tallahassee, Ohio's capital is Raleigh, Pennsylvania's capital is Frankfort, and New York's capital is Columbus.
The capital of the state containing Charlotte is",Lansing,0.00020428970662657032,-0.3060107122006416,16,Sacramento,0.30621500190726814, Sacramento,0.24323472380638123," Sacramento,"
"In this world, Oregon's capital is Sacramento, Illinois's capital is Santa Fe, New York's capital is Frankfort, Montana's capital is Springfield, Texas's capital is Phoenix, Arizona's capital is Tallahassee, Kansas's capital is Salem, Florida's capital is Montgomery, Michigan's capital is Helena, Kentucky's capital is Austin, Louisiana's capital is Olympia, Pennsylvania's capital is Lansing, California's capital is Raleigh, New Mexico's capital is Carson City, North Carolina's capital is Saint Paul, Minnesota's capital is Topeka, Wisconsin's capital is Columbus, Washington's capital is Juneau, Ohio's capital is Harrisburg, Alabama's capital is Baton Rouge, Nevada's capital is Albany, and Alaska's capital is Madison.
The capital of the state containing Los Angeles is",Raleigh,0.0002787446658937164,-0.9412907984776886,10,Phoenix,0.9415695431435823, capital,0.6149759888648987, capital is Phoenix
"In this world, Illinois's capital is Albany, Texas's capital is Phoenix, Wisconsin's capital is Baton Rouge, Alabama's capital is Columbus, Kansas's capital is Topeka, Nevada's capital is Carson City, New York's capital is Madison, Minnesota's capital is Lansing, Oregon's capital is Harrisburg, North Carolina's capital is Helena, Michigan's capital is Frankfort, Kentucky's capital is Raleigh, Louisiana's capital is Salem, Montana's capital is Olympia, Pennsylvania's capital is Juneau, Washington's capital is Springfield, Florida's capital is Santa Fe, California's capital is Montgomery, New Mexico's capital is Saint Paul, Ohio's capital is Austin, Arizona's capital is Sacramento, and Alaska's capital is Tallahassee.
The capital of the state containing Miami is",Santa Fe,2.4579282023012124e-05,-0.953416054689721,21,Helena,0.9534406339717441, Helena,0.8297843933105469," Helena,"
"In this world, North Carolina's capital is Harrisburg, Nevada's capital is Columbus, Michigan's capital is Raleigh, Ohio's capital is Helena, Texas's capital is Juneau, Montana's capital is Lansing, Pennsylvania's capital is Springfield, Alabama's capital is Madison, Minnesota's capital is Olympia, New Mexico's capital is Saint Paul, Alaska's capital is Frankfort, Florida's capital is Phoenix, Arizona's capital is Baton Rouge, Kansas's capital is Tallahassee, Oregon's capital is Sacramento, Kentucky's capital is Salem, California's capital is Montgomery, Illinois's capital is Topeka, Washington's capital is Austin, New York's capital is Carson City, Wisconsin's capital is Santa Fe, and Louisiana's capital is Albany.
The capital of the state containing Billings is",Lansing,0.037584791209481744,-0.6558239478638412,4,Saint Paul,0.693408739073323, Saint,0.5814713835716248," Saint Paul,"
"In this world, Oregon's capital is Santa Fe, Alabama's capital is Topeka, Pennsylvania's capital is Harrisburg, Ohio's capital is Columbus, Kansas's capital is Raleigh, Florida's capital is Baton Rouge, Alaska's capital is Albany, Minnesota's capital is Helena, New York's capital is Salem, New Mexico's capital is Montgomery, Kentucky's capital is Carson City, Louisiana's capital is Springfield, Michigan's capital is Juneau, Washington's capital is Sacramento, California's capital is Frankfort, Illinois's capital is Austin, Montana's capital is Saint Paul, Wisconsin's capital is Phoenix, Texas's capital is Lansing, North Carolina's capital is Tallahassee, Nevada's capital is Olympia, and Arizona's capital is Madison.
The capital of the state containing Birmingham is",Topeka,4.5031282826040616e-06,-0.6075959558311098,17,Albany,0.6076004589593924, Albany,0.5041280388832092," Albany,"
"In this world, Montana's capital is Saint Paul, Alaska's capital is Madison, New Mexico's capital is Columbus, Texas's capital is Lansing, Louisiana's capital is Albany, Ohio's capital is Baton Rouge, Minnesota's capital is Tallahassee, Florida's capital is Sacramento, Michigan's capital is Juneau, Kansas's capital is Olympia, Washington's capital is Helena, Oregon's capital is Carson City, Pennsylvania's capital is Topeka, North Carolina's capital is Montgomery, California's capital is Springfield, Nevada's capital is Phoenix, Arizona's capital is Santa Fe, Illinois's capital is Harrisburg, Wisconsin's capital is Austin, Alabama's capital is Frankfort, Kentucky's capital is Raleigh, and New York's capital is Salem.
The capital of the state containing Tucson is",Santa Fe,6.602055411888308e-05,-0.8397958790192077,12,Sacramento,0.8398618995733266, Sacramento,0.7815152406692505," Sacramento,"
"In this world, Alabama's capital is Springfield, New York's capital is Baton Rouge, Washington's capital is Columbus, Louisiana's capital is Topeka, New Mexico's capital is Tallahassee, Florida's capital is Frankfort, Kansas's capital is Harrisburg, California's capital is Carson City, Wisconsin's capital is Juneau, Illinois's capital is Salem, Nevada's capital is Sacramento, Alaska's capital is Saint Paul, Kentucky's capital is Lansing, Montana's capital is Madison, Texas's capital is Raleigh, Pennsylvania's capital is Albany, Ohio's capital is Montgomery, Arizona's capital is Santa Fe, Michigan's capital is Helena, Oregon's capital is Phoenix, North Carolina's capital is Olympia, and Minnesota's capital is Austin.
The capital of the state containing Billings is",Madison,0.0011306377263854478,-0.3123673187851522,17,Sacramento,0.31349795651153767, Saint,0.12613560259342194," Saint Paul,"
"In this world, Louisiana's capital is Harrisburg, Michigan's capital is Madison, New York's capital is Saint Paul, Pennsylvania's capital is Austin, Nevada's capital is Helena, Minnesota's capital is Baton Rouge, California's capital is Springfield, Kentucky's capital is Montgomery, North Carolina's capital is Lansing, Alaska's capital is Juneau, Montana's capital is Salem, Texas's capital is Topeka, Florida's capital is Raleigh, Ohio's capital is Albany, Oregon's capital is Sacramento, Kansas's capital is Frankfort, Washington's capital is Carson City, New Mexico's capital is Olympia, Arizona's capital is Tallahassee, Alabama's capital is Columbus, Wisconsin's capital is Santa Fe, and Illinois's capital is Phoenix.
The capital of the state containing Miami is",Raleigh,0.019438158895753375,-0.6242651695220831,5,Juneau,0.6437033284178365, Juneau,0.4465830624103546," Juneau,"
"In this world, Louisiana's capital is Montgomery, Kansas's capital is Madison, North Carolina's capital is Saint Paul, Arizona's capital is Albany, Alaska's capital is Olympia, Florida's capital is Springfield, New Mexico's capital is Lansing, Wisconsin's capital is Frankfort, Illinois's capital is Phoenix, Ohio's capital is Topeka, Alabama's capital is Santa Fe, Nevada's capital is Harrisburg, Montana's capital is Helena, New York's capital is Juneau, Washington's capital is Tallahassee, Texas's capital is Salem, Michigan's capital is Raleigh, California's capital is Sacramento, Kentucky's capital is Columbus, Pennsylvania's capital is Austin, Minnesota's capital is Carson City, and Oregon's capital is Baton Rouge.
The capital of the state containing Cincinnati is",Topeka,0.0005390404068182026,-0.5211316232658462,11,Olympia,0.5216706636726643, Olympia,0.40423783659935," Olympia,"
"In this world, North Carolina's capital is Saint Paul, Florida's capital is Lansing, Pennsylvania's capital is Raleigh, Montana's capital is Albany, New York's capital is Salem, Michigan's capital is Topeka, Oregon's capital is Frankfort, Texas's capital is Baton Rouge, Alabama's capital is Columbus, Minnesota's capital is Harrisburg, New Mexico's capital is Montgomery, Arizona's capital is Helena, Louisiana's capital is Madison, California's capital is Austin, Wisconsin's capital is Phoenix, Alaska's capital is Springfield, Washington's capital is Carson City, Nevada's capital is Juneau, Kansas's capital is Sacramento, Ohio's capital is Tallahassee, Illinois's capital is Santa Fe, and Kentucky's capital is Olympia.
The capital of the state containing Wichita is",Sacramento,0.0016472408519738776,-0.8516736493842952,11,Topeka,0.8533208902362691, Topeka,0.4862920641899109," Topeka,"
"In this world, Arizona's capital is Santa Fe, Washington's capital is Springfield, Ohio's capital is Albany, Louisiana's capital is Carson City, Alaska's capital is Tallahassee, Pennsylvania's capital is Frankfort, Minnesota's capital is Sacramento, Alabama's capital is Salem, Oregon's capital is Phoenix, Montana's capital is Montgomery, Nevada's capital is Helena, New York's capital is Harrisburg, Florida's capital is Olympia, Michigan's capital is Raleigh, North Carolina's capital is Baton Rouge, New Mexico's capital is Austin, Kentucky's capital is Lansing, California's capital is Madison, Wisconsin's capital is Juneau, Illinois's capital is Saint Paul, Texas's capital is Topeka, and Kansas's capital is Columbus.
The capital of the state containing Tucson is",Santa Fe,1.892593996392834e-05,-0.5558168863835385,22,Helena,0.5558358123235024, Helena,0.43499764800071716," Helena,"
"In this world, Pennsylvania's capital is Topeka, Oregon's capital is Olympia, Washington's capital is Phoenix, New Mexico's capital is Carson City, Kentucky's capital is Montgomery, Illinois's capital is Raleigh, Michigan's capital is Helena, Texas's capital is Columbus, California's capital is Tallahassee, Wisconsin's capital is Sacramento, Alabama's capital is Springfield, Arizona's capital is Austin, Florida's capital is Saint Paul, New York's capital is Lansing, Alaska's capital is Albany, Nevada's capital is Madison, North Carolina's capital is Santa Fe, Louisiana's capital is Juneau, Ohio's capital is Harrisburg, Kansas's capital is Frankfort, Montana's capital is Salem, and Minnesota's capital is Baton Rouge.
The capital of the state containing Chicago is",Raleigh,0.013453880844837675,-0.5586317977137502,9,Helena,0.5720856785585878, Helena,0.39314326643943787," Helena,"
"In this world, Washington's capital is Santa Fe, Louisiana's capital is Springfield, Kansas's capital is Olympia, North Carolina's capital is Sacramento, Illinois's capital is Lansing, Montana's capital is Baton Rouge, Kentucky's capital is Helena, Ohio's capital is Frankfort, Michigan's capital is Saint Paul, Alabama's capital is Austin, Wisconsin's capital is Tallahassee, Nevada's capital is Raleigh, Florida's capital is Phoenix, Oregon's capital is Topeka, Pennsylvania's capital is Salem, New York's capital is Harrisburg, Minnesota's capital is Columbus, Alaska's capital is Albany, California's capital is Juneau, Arizona's capital is Montgomery, Texas's capital is Madison, and New Mexico's capital is Carson City.
The capital of the state containing Tucson is",Montgomery,3.5170198601590276e-05,-0.9946706292936591,13,Austin,0.9947057994922607, Austin,0.9726042747497559," Austin,"
"In this world, Illinois's capital is Austin, Kansas's capital is Albany, Florida's capital is Columbus, North Carolina's capital is Sacramento, Louisiana's capital is Harrisburg, Nevada's capital is Carson City, Montana's capital is Montgomery, Alabama's capital is Lansing, Oregon's capital is Madison, Ohio's capital is Topeka, Washington's capital is Frankfort, Minnesota's capital is Helena, Michigan's capital is Baton Rouge, Texas's capital is Santa Fe, Wisconsin's capital is Saint Paul, Pennsylvania's capital is Olympia, California's capital is Salem, New Mexico's capital is Phoenix, New York's capital is Tallahassee, Kentucky's capital is Juneau, Alaska's capital is Springfield, and Arizona's capital is Raleigh.
The capital of the state containing Chicago is",Austin,0.000562809015940336,-0.5111143927425004,14,Helena,0.5116772017584407, Helena,0.3248159885406494," Helena,"
"In this world, Pennsylvania's capital is Raleigh, North Carolina's capital is Saint Paul, Illinois's capital is Topeka, Florida's capital is Lansing, Ohio's capital is Albany, Kansas's capital is Columbus, Montana's capital is Springfield, Oregon's capital is Phoenix, Nevada's capital is Carson City, New York's capital is Olympia, Washington's capital is Baton Rouge, California's capital is Harrisburg, Kentucky's capital is Tallahassee, Texas's capital is Santa Fe, Alabama's capital is Salem, Minnesota's capital is Sacramento, New Mexico's capital is Helena, Arizona's capital is Madison, Wisconsin's capital is Frankfort, Alaska's capital is Juneau, Michigan's capital is Montgomery, and Louisiana's capital is Austin.
The capital of the state containing Wichita is",Columbus,0.10071486408485354,-0.173044597161218,3,Sacramento,0.27375946124607153, capital,0.5953319072723389, capital is Tallahassee
"In this world, Arizona's capital is Harrisburg, Louisiana's capital is Austin, Illinois's capital is Baton Rouge, Montana's capital is Montgomery, Nevada's capital is Saint Paul, Alabama's capital is Santa Fe, Kansas's capital is Carson City, Texas's capital is Columbus, New Mexico's capital is Helena, North Carolina's capital is Juneau, Kentucky's capital is Salem, Minnesota's capital is Sacramento, Ohio's capital is Tallahassee, Florida's capital is Frankfort, Alaska's capital is Lansing, Michigan's capital is Topeka, Wisconsin's capital is Olympia, New York's capital is Albany, California's capital is Madison, Washington's capital is Springfield, Oregon's capital is Phoenix, and Pennsylvania's capital is Raleigh.
The capital of the state containing Dallas is",Columbus,0.5527441722316847,0.2916468815019116,1,Helena,0.2610972907297731, Columbus,0.33501970767974854," Columbus,"
"In this world, Montana's capital is Sacramento, Texas's capital is Raleigh, Alabama's capital is Juneau, Nevada's capital is Helena, New Mexico's capital is Santa Fe, Illinois's capital is Olympia, Oregon's capital is Lansing, Louisiana's capital is Frankfort, Michigan's capital is Topeka, Alaska's capital is Carson City, Florida's capital is Albany, Minnesota's capital is Madison, Ohio's capital is Montgomery, North Carolina's capital is Springfield, California's capital is Tallahassee, Pennsylvania's capital is Salem, New York's capital is Austin, Wisconsin's capital is Phoenix, Kansas's capital is Saint Paul, Washington's capital is Baton Rouge, Arizona's capital is Columbus, and Kentucky's capital is Harrisburg.
The capital of the state containing Minneapolis is",Madison,0.38660119044209224,-5.82271498850151e-07,2,Helena,0.3866017727135911, Madison,0.2921038269996643," Madison,"
"In this world, Minnesota's capital is Saint Paul, Pennsylvania's capital is Carson City, Wisconsin's capital is Topeka, Florida's capital is Lansing, Ohio's capital is Baton Rouge, Kansas's capital is Tallahassee, Arizona's capital is Juneau, Kentucky's capital is Frankfort, Louisiana's capital is Salem, New Mexico's capital is Springfield, Montana's capital is Columbus, Illinois's capital is Santa Fe, New York's capital is Montgomery, Michigan's capital is Austin, Texas's capital is Phoenix, Washington's capital is Albany, North Carolina's capital is Madison, Alabama's capital is Olympia, Alaska's capital is Sacramento, Oregon's capital is Harrisburg, Nevada's capital is Helena, and California's capital is Raleigh.
The capital of the state containing Birmingham is",Olympia,0.011916667718329742,-0.38270938666367765,11,Springfield,0.3946260543820074, New,0.1472034603357315, New Mexico'
"In this world, Arizona's capital is Santa Fe, New Mexico's capital is Montgomery, New York's capital is Sacramento, North Carolina's capital is Baton Rouge, Minnesota's capital is Carson City, Montana's capital is Topeka, Alaska's capital is Harrisburg, Florida's capital is Albany, California's capital is Salem, Kansas's capital is Madison, Alabama's capital is Helena, Oregon's capital is Tallahassee, Pennsylvania's capital is Olympia, Nevada's capital is Phoenix, Wisconsin's capital is Lansing, Michigan's capital is Frankfort, Kentucky's capital is Columbus, Ohio's capital is Saint Paul, Illinois's capital is Austin, Texas's capital is Springfield, Louisiana's capital is Juneau, and Washington's capital is Raleigh.
The capital of the state containing Miami is",Albany,0.052043007156945195,-0.5819955682576593,3,Helena,0.6340385754146045, Helena,0.5684747695922852," Helena,"
"In this world, Kentucky's capital is Santa Fe, Texas's capital is Columbus, Illinois's capital is Baton Rouge, Oregon's capital is Frankfort, Alaska's capital is Topeka, Wisconsin's capital is Helena, Montana's capital is Harrisburg, Ohio's capital is Austin, Pennsylvania's capital is Raleigh, New York's capital is Lansing, North Carolina's capital is Saint Paul, Louisiana's capital is Juneau, Nevada's capital is Sacramento, Minnesota's capital is Olympia, Kansas's capital is Albany, Michigan's capital is Salem, New Mexico's capital is Madison, Washington's capital is Springfield, Florida's capital is Carson City, California's capital is Montgomery, Arizona's capital is Tallahassee, and Alabama's capital is Phoenix.
The capital of the state containing Los Angeles is",Montgomery,7.587266797754153e-05,-0.5425152826326226,14,Helena,0.5425911553006002, Helena,0.4833393096923828," Helena,"
"In this world, Louisiana's capital is Juneau, California's capital is Springfield, New York's capital is Austin, New Mexico's capital is Tallahassee, Pennsylvania's capital is Lansing, Florida's capital is Montgomery, Nevada's capital is Columbus, Alabama's capital is Baton Rouge, North Carolina's capital is Topeka, Alaska's capital is Santa Fe, Michigan's capital is Albany, Wisconsin's capital is Phoenix, Kansas's capital is Sacramento, Kentucky's capital is Olympia, Minnesota's capital is Saint Paul, Montana's capital is Madison, Arizona's capital is Raleigh, Ohio's capital is Salem, Illinois's capital is Helena, Oregon's capital is Carson City, Washington's capital is Frankfort, and Texas's capital is Harrisburg.
The capital of the state containing Detroit is",Albany,0.08411638068948289,-0.7596485887270936,2,Santa Fe,0.8437649694165765, Santa,0.7591037154197693," Santa Fe,"
"In this world, New Mexico's capital is Harrisburg, Kansas's capital is Olympia, Wisconsin's capital is Sacramento, Illinois's capital is Topeka, Texas's capital is Phoenix, Florida's capital is Lansing, Montana's capital is Baton Rouge, Pennsylvania's capital is Springfield, California's capital is Austin, Oregon's capital is Juneau, Minnesota's capital is Helena, Kentucky's capital is Raleigh, Nevada's capital is Frankfort, Alaska's capital is Carson City, Washington's capital is Madison, Alabama's capital is Tallahassee, North Carolina's capital is Montgomery, New York's capital is Albany, Arizona's capital is Columbus, Louisiana's capital is Santa Fe, Michigan's capital is Salem, and Ohio's capital is Saint Paul.
The capital of the state containing Minneapolis is",Helena,0.49526402925970303,0.058205001106272636,1,Raleigh,0.4370590281534304, Helena,0.3673517107963562," Helena,"
"In this world, Alaska's capital is Harrisburg, Pennsylvania's capital is Salem, Florida's capital is Tallahassee, Washington's capital is Topeka, Kansas's capital is Madison, Oregon's capital is Helena, Illinois's capital is Juneau, Nevada's capital is Springfield, Wisconsin's capital is Columbus, Texas's capital is Saint Paul, New Mexico's capital is Austin, Arizona's capital is Phoenix, Louisiana's capital is Olympia, Alabama's capital is Raleigh, Montana's capital is Sacramento, New York's capital is Santa Fe, Ohio's capital is Carson City, Kentucky's capital is Baton Rouge, California's capital is Frankfort, North Carolina's capital is Montgomery, Michigan's capital is Lansing, and Minnesota's capital is Albany.
The capital of the state containing New Orleans is",Olympia,0.6976013524680004,0.5602355223248945,1,Madison,0.13736583014310585, Olympia,0.4275575876235962," Olympia,"
"In this world, Illinois's capital is Austin, Wisconsin's capital is Topeka, Kentucky's capital is Madison, Texas's capital is Olympia, New Mexico's capital is Saint Paul, Pennsylvania's capital is Salem, North Carolina's capital is Juneau, Kansas's capital is Albany, Oregon's capital is Baton Rouge, Alaska's capital is Springfield, Ohio's capital is Sacramento, Montana's capital is Columbus, Nevada's capital is Helena, Alabama's capital is Santa Fe, Louisiana's capital is Harrisburg, Florida's capital is Phoenix, New York's capital is Montgomery, Washington's capital is Tallahassee, Arizona's capital is Raleigh, Minnesota's capital is Lansing, California's capital is Frankfort, and Michigan's capital is Carson City.
The capital of the state containing Billings is",Columbus,0.004771092907467064,-0.620121799531059,7,Albany,0.624892892438526, Albany,0.4786776304244995," Albany,"
